0,1,2
7.8372416,11.184267,7.2481713
-0.83973527,4.286369,4.851874
6.0370607,9.365788,7.126166
-3.461881,2.7986941,4.58904
2.2057512,7.2872252,8.2048645
8.969226,10.306351,7.3926225
-4.227789,2.6170416,5.896719
-2.9762764,4.227277,6.0060835
11.246482,11.165668,8.591444
-2.0970404,2.4498456,5.2309456
9.072227,12.327087,6.901708
-6.7104373,2.0208752,5.927668
-1.3234016,7.050251,5.309224
8.0857,10.221062,7.960754
8.902885,11.253708,6.986359
-1.5317034,7.1002927,4.958006
-2.9377024,2.175515,5.094005
-3.0532932,3.1615977,6.164229
10.48417,11.788853,7.920918
10.5372095,11.942875,8.361825
1.4295475,6.491314,6.9569173
-1.6305974,5.04857,5.1991153
3.009406,7.932603,7.614495
-5.0791616,2.0767148,5.1014433
-1.9305649,7.0658183,6.0834923
-0.8111117,6.528822,6.102249
-3.4072633,7.6181455,4.5338945
1.4153087,6.5331755,7.0666275
2.3550332,7.9694624,8.899317
6.806648,10.1137295,7.120347
-3.1432996,1.140663,4.9272094
-5.1032066,2.0809743,4.962764
-1.7063679,4.447496,5.8491616
-3.1005871,1.3897746,4.9209385
7.006371,11.068879,8.20032
2.428868,7.3638062,7.071982
7.242361,10.781789,7.5631585
8.548333,9.053662,6.7884264
7.2422686,11.18818,8.270797
-2.5283625,8.019302,4.6406345
7.883918,10.813188,7.5734143
11.891102,10.705035,8.329699
-0.040187452,4.291761,6.221759
-0.8514526,4.20053,4.982559
-1.4478776,4.8311014,5.4119644
0.6960127,5.995807,7.339455
7.5812445,10.454622,7.5924144
-0.9622005,3.812481,5.5258045
6.7224183,10.349667,7.660579
11.5126705,10.639359,8.036113
9.16273,11.741693,8.686338
-1.1384232,3.8365161,5.5252733
2.2013888,7.9417496,8.705246
11.43722,11.410374,8.116627
8.877163,11.26462,7.306738
2.9140787,7.5550013,7.279872
7.317826,10.869013,8.021217
-1.6377754,7.5655785,5.4273276
9.767187,9.585203,7.7454376
10.7249365,10.786701,8.739186
2.9349997,7.107297,8.601468
9.788719,10.208715,7.7914248
-0.8090573,6.941714,6.7152853
-2.223789,7.8188505,4.64494
-3.1029184,2.5011847,5.504826
6.8462563,10.602873,7.582533
-0.25384492,4.660054,6.7357244
